customer_id,full_name,gender,country,age,annual_income,signup_date,internal_record_number,raw_import_timestamp,data_source,notes
344,Customer 344,F,USA,45.0,,2023-01-15,100344,2024-01-01,crm,
345,Customer 345,Male,UK,150.0,,2023-03-04,100345,2024-01-01,crm,follow up
346,Customer 346,Male,USA,-3.0,,2023-07-22,100346,2024-01-01,crm,
347,Customer 347,F,USA,-3.0,,2023-01-15,100347,2024-01-01,crm,
348,Customer 348,F,USA,45.0,,2023-07-22,100348,2024-01-01,crm,vip
349,Customer 349,M,USA,-3.0,,2023-01-15,100349,2024-01-01,crm,
350,Customer 350,F,UK,45.0,,2023-07-22,100350,2024-01-01,crm,vip
351,Customer 351,M,USA,45.0,91000.0,2023-03-04,100351,2024-01-01,crm,
352,Customer 352,F,France,26.0,,,100352,2024-01-01,crm,
353,Customer 353,Male,Germany,45.0,,2023-03-04,100353,2024-01-01,crm,
354,Customer 354,Female,Germany,45.0,,,100354,2024-01-01,crm,
355,Customer 355,F,UK,45.0,,,100355,2024-01-01,crm,vip
356,Customer 356,Male,USA,45.0,52000.0,,100356,2024-01-01,crm,
357,Customer 357,Male,UK,-3.0,,2023-03-04,100357,2024-01-01,crm,
358,Customer 358,F,France,45.0,,2023-03-15,100358,2024-01-01,crm,
359,Customer 359,M,Germany,150.0,69000.0,2023-03-04,100359,2024-01-01,crm,
360,Customer 360,F,USA,-3.0,,2023-07-22,100360,2024-01-01,crm,follow up
361,Customer 361,Female,France,45.0,,2023-01-15,100361,2024-01-01,crm,vip
362,Customer 362,Female,UK,150.0,125000.0,2023-07-22,100362,2024-01-01,crm,
363,Customer 363,F,USA,75.0,,2023-01-15,100363,2024-01-01,crm,vip
364,Customer 364,Male,France,32.0,123000.0,,100364,2024-01-01,crm,
365,Customer 365,F,USA,150.0,,2023-01-15,100365,2024-01-01,crm,vip
366,Customer 366,Female,France,45.0,,2023-07-22,100366,2024-01-01,crm,vip
367,Customer 367,M,USA,150.0,30000.0,2023-03-15,100367,2024-01-01,crm,
368,Customer 368,M,UK,45.0,108000.0,2023-07-22,100368,2024-01-01,crm,follow up
369,Customer 369,Female,Germany,45.0,91000.0,2023-03-04,100369,2024-01-01,crm,follow up
370,Customer 370,F,USA,-3.0,150000.0,2023-03-15,100370,2024-01-01,crm,follow up
371,Customer 371,Female,Germany,45.0,,2023-01-15,100371,2024-01-01,crm,vip
372,Customer 372,F,Germany,45.0,,2023-01-15,100372,2024-01-01,crm,
373,Customer 373,M,USA,44.0,,2023-03-15,100373,2024-01-01,crm,
374,Customer 374,Female,France,-3.0,,2023-01-15,100374,2024-01-01,crm,follow up
375,Customer 375,F,France,150.0,,,100375,2024-01-01,crm,
376,Customer 376,M,France,70.0,,2023-03-15,100376,2024-01-01,crm,follow up
377,Customer 377,F,UK,31.0,94000.0,2023-03-04,100377,2024-01-01,crm,follow up
378,Customer 378,F,USA,150.0,,2023-01-15,100378,2024-01-01,crm,vip
379,Customer 379,F,USA,150.0,,,100379,2024-01-01,crm,vip
380,Customer 380,M,USA,53.0,31000.0,2023-07-22,100380,2024-01-01,crm,follow up
381,Customer 381,M,France,150.0,87000.0,2023-07-22,100381,2024-01-01,crm,follow up
382,Customer 382,F,USA,150.0,,2023-01-15,100382,2024-01-01,crm,vip
383,Customer 383,Female,Germany,150.0,82000.0,2023-03-15,100383,2024-01-01,crm,
384,Customer 384,M,UK,45.0,,2023-03-15,100384,2024-01-01,crm,
385,Customer 385,M,UK,150.0,,2023-03-15,100385,2024-01-01,crm,vip
386,Customer 386,M,USA,45.0,,2023-03-15,100386,2024-01-01,crm,
387,Customer 387,M,USA,-3.0,,2023-07-22,100387,2024-01-01,crm,follow up
388,Customer 388,F,France,150.0,,2023-03-15,100388,2024-01-01,crm,
389,Customer 389,F,Germany,-3.0,42000.0,2023-07-22,100389,2024-01-01,crm,follow up
390,Customer 390,F,USA,150.0,20000.0,,100390,2024-01-01,crm,follow up
391,Customer 391,F,USA,22.0,,2023-01-15,100391,2024-01-01,crm,follow up
392,Customer 392,M,France,45.0,,2023-03-04,100392,2024-01-01,crm,
393,Customer 393,F,UK,150.0,,2023-01-15,100393,2024-01-01,crm,vip
394,Customer 394,Male,Germany,45.0,122000.0,2023-01-15,100394,2024-01-01,crm,vip
395,Customer 395,Male,France,-3.0,,2023-03-15,100395,2024-01-01,crm,vip
396,Customer 396,M,Germany,74.0,,2023-07-22,100396,2024-01-01,crm,
397,Customer 397,F,France,150.0,,,100397,2024-01-01,crm,
398,Customer 398,Male,Germany,150.0,,2023-03-15,100398,2024-01-01,crm,
399,Customer 399,Male,France,45.0,84000.0,2023-03-15,100399,2024-01-01,crm,vip
400,Customer 400,Female,Germany,-3.0,77000.0,,100400,2024-01-01,crm,
